hs_code,description,version
02063000,"edible offal of swine, fresh or chilled",2017-2021
02064100,"livers of swine, frozen",2017-2021
02064900,"other edible offal of swine, frozen",2017-2021
02068000,"edible offal of sheep, goats, horses, asses,mules or hinnies, fresh or chilled",2017-2021
02069000,"edible offal of sheep, goats, horses, asses, mules or hinnies, frozen",2017-2021
02071100,"meat and edible offal of fowls of the species gallus domesticus, not cut in pieces, fresh or chilled",2017-2021
02071200,"meat and edible offal of fowls of the species gallus domesticus, not cut in pieces, frozen",2017-2021
02071300,"meat and edible offal of fowls of the species gallus domesticus, cuts and offal, fresh or chilled",2017-2021
02071410,"meat and edible offal of fowls of the species gallus domesticus, cuts and offal, wings frozen",2017-2021
02071420,"meat and edible offal of fowls of the species gallus domesticus, cuts and offal, thighs frozen",2017-2021
02071430,"meat and edible offal of fowls of the species gallus domesticus, cuts and offal, livers frozen",2017-2021
02071491,"meat&edible offal of fowls of spec gallus domesticus,cuts&offal,livers frozen,mechanically deboned or
separated meat",2017-2021
02071499,"meat&edible offal of fowls of spec gallus domesticus,cuts&offal,livers frozen,not mechanically deboned
or separated meat",2017-2021
02072400,"meat and edible offal of turkeys, not cut in pieces, fresh or chilled",2017-2021
02072500,"meat and edible offal of turkeys, not cut in pieces, frozen",2017-2021
02072600,"meat and edible offal of turkeys, cuts and offal, fresh or chilled",2017-2021
02072710,"meat and edible offal of turkeys, cuts and offal, livers frozen",2017-2021
02072791,"meat&edible offal of fowls of turkeys,cuts&offal,livers frozen,mechanically deboned or separated meat",2017-2021
02072799,"meat & edible offal of fowls of turkeys, cuts & offal, livers frozen, not mechanically deboned or separated
meat",2017-2021
02074100,"meat and edible offal of ducks, not cut in pieces, fresh or chilled",2017-2021
02074200,"meat and edible offal of ducks, not cut in pieces, frozen",2017-2021
02074300,"meat and edible offal of ducks, fatty livers (foie gras), fresh or chilled",2017-2021
02074400,"meat and edible offal of ducks, cuts and offal, excluding fatty livers, fresh or chilled",2017-2021
02074500,"meat and edible offal, of ducks, cuts and offal, excluding fatty livers, frozen",2017-2021
02075100,"meat and edible offal of geese, not cut in pieces, fresh or chilled",2017-2021
02075200,"meat and edible offal of geese, not cut in pieces, frozen",2017-2021
02075300,"meat and edible offal of geese, fatty livers (foie gras), fresh or chilled",2017-2021
02075400,"meat and edible offal of geese, cuts and offal, excluding fatty livers, fresh or chilled",2017-2021
02075500,"meat and edible offal of geese, cuts and offal, excluding fatty livers, frozen",2017-2021
02076000,"meat and edible offal, of guinea fowls, fresh, chilled or frozen",2017-2021
02081000,"meat and edible meat offal of rabbits or hares, fresh, chilled or frozen",2017-2021
02083000,"meat and edible meat offal of primates, fresh, chilled or frozen",2017-2021
02084010,"meat&edible meat offal of whales, dolphins&porpoises (order cetacea), of manatees&dugongs (order
sirenia)",2017-2021
02084090,"meat and edible meat offal, of seals, sea lions and walruses (suborder pinnipedia), fresh, chilled or frozen",2017-2021
02085000,"meat and edible meat offal of reptiles (incl snakes and turtles), fresh, chilled or frozen",2017-2021
02086000,"meat and edible meat offal of camels and oth camelids (camelidae), fresh, chilled or frozen",2017-2021
02089010,"frogs"" legs fresh, chilled or frozen",2017-2021
02089090,"meat & edible meat offal of other animal fresh, chilled or frozen",2017-2021
02091000,"pig fat, free of lean meat, not rendered or othwise extracted,fresh, chilled,frozen,salted,in brine,dried or
smoked",2017-2021
02099000,"poultry fat, not rendered or othwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked",2017-2021
02101100,"ham,shoulder, cut thereof, with bone in of swine, salted, in brine, dried/smoked",2017-2021
02101200,"bellies/streaky & cuts thereof of swine, salted, in brine, dried/smoked",2017-2021
02101930,"bacon or boneless hams, salted,in brine, dried or smoked",2017-2021
02101990,"other meat of swine, salted, in brine, dried or smoked",2017-2021
02102000,"meat of bovine animals, saltd, in brine, dried or smoked",2017-2021
02109100,"meat&edible offal,incld edible flour,of primates,salted,in brine,dried/smoked",2017-2021
02109210,"meat&edible offal,incl edible flours,of whales,dolphins,porpoises,manatees,dugongs,in
brine,dried/smoked",2017-2021
02109290,"meat & edible offal, incl edible flours,of seals, sea lions and walruses (mammals of the suborder
pinnipedia)",2017-2021
02109300,"meat & edible offal, incl edible flours,of reptiles (including snakes and turtles)",2017-2021
02109910,"freeze dried chicken dice, salt,in brine ,dry/smoke,edible flour and meal of meat",2017-2021
02109920,"dried pork skin, salted,in brine, dried or smoked",2017-2021
02109990,"oth meat & edible, incl. frours & meals salted, in brine, dried or smoked",2017-2021
03011111,"botia (chromobotia macracanthus), fry",2017-2021
03011119,"oth live freshwater ornamental fish, fry",2017-2021
03011191,koi carp (cyprinus carpio),2017-2021
03011192,goldfish (carassius auratus),2017-2021
03011193,siamese fighting fish (beta splendens),2017-2021
03011194,oscars (astonotus ocellatus),2017-2021
03011195,arowanas (scleropages formosus),2017-2021
03011196,arowanas jardini (scleropages jardini),2017-2021
03011199,"other freshwater ornamental fish, live",2017-2021
03011910,"live marine ornamental fish, fry",2017-2021
03011991,"banggai cardinal fish (pterapogon kauderni), live",2017-2021
03011992,"napoleon wrasse (cheilinus undulatus), live",2017-2021
03011999,"live marine ornamental fish, other than fry",2017-2021
03019100,"live trout (salmo trutta, oncorhynchus mykiss, onc clarki, onc aguabonita,onc gilae, onc apache,onc
chrysogaster)",2017-2021
03019200,live eels (anguilla spp),2017-2021
03019310,"live carp, breeding other than fry",2017-2021
03019390,"live carp, other than breeding",2017-2021
03019400,"atlantic and pacific bluefin tunas (thunnus thynnus, thunnus orientalis), live",2017-2021
03019500,"southern bluefin tunas (thunnus maccoyii), live",2017-2021
03019911,live fry milkfish and grouper breeding,2017-2021
03019919,"live milkfish and grouper, other than breeding",2017-2021
03019921,"other live fry fish, for breeding",2017-2021
03019929,"other live fry fish, for other than breeding",2017-2021
03019941,"tilapias (oreochromis spp), live",2017-2021
03019942,"other carp, for breeding",2017-2021
03019949,other freshwater fish,2017-2021
03019951,"milkfish, breeding",2017-2021
03019952,grouper,2017-2021
03019959,other live marine fish,2017-2021
03019990,other marine fish,2017-2021
03021100,"trout (salmo trutta,oncorhynchus (mykiss, clarki,aguabonita,gilae,apache,chrysogaster), fresh/chilled,
excl fish fillets",2017-2021
03021300,"pacific salmon(o.nerka, o gorbuscha,o keta,o tschawytscha,o kisutch, o masou,o rhodurus),fresh/chilled
excl fish fillets",2017-2021
03021400,"atlantic salmon (salmo salar) and danube salmon (hucho hucho), fresh/chilled excl fish fillets",2017-2021
03021900,"oth salmonidae, fresh/chilled, excl edible fish offal of subheadings 030291 to 030299 ,",2017-2021
03022100,"halibut (reinhardtius hipp,hippoglossus hipp, hipp stenolepis) fresh or chilled, excl fish fillets",2017-2021
03022200,"plaice (pleuronectes platessa) fresh or chilled,excl fish fillets",2017-2021
03022300,"sole (solea spp) fresh or chilled, excl fish fillets",2017-2021
03022400,"turbots (psetta maxima) fresh or chilled, excl fish fillets",2017-2021
03022900,"oth flat fish, fresh/chilled,excl edible fish offal of subhead 030291-030299,excl fillets & oth fish meat of
head 0304",2017-2021
03023100,"albacore or longfinned tunas (thunnus alalunga), fresh or chilled, excl fish fillets",2017-2021
03023200,"yellowfin tunas (thunnus albacares), fresh or chilled, excl fish fillets",2017-2021
03023300,"skipjack or stripe-bellied bonito, fresh or chilled, excl fish fillets",2017-2021
03023400,"bigeye tunas (thunnus obesus) fresh or chilled, excl fish fillets",2017-2021
03023500,"atlantic and pacific bluefin tunas (thunnus thynnus, thunnus orientalis), fresh or chilled, excl fish fillets",2017-2021
03023600,"southern bluefin tunas (thunnus maccoyii), fresh or chilled, excl fish fillets",2017-2021
03023900,"oth tunas (of the genus thunnus), excl edible fish offal of subhead 030291 to 030299 fresh/chilled, excl
fish fillets",2017-2021
03024100,"herrings (clupea harengus, clupea pallasii), fresh/chilled, excl fillets, edible fish offal of subhead 0302.91-
99",2017-2021
03024200,"anchovies (engraulis spp), fresh/chilled, excl fillets, edible fish offal of subhead 0302.91-99",2017-2021
03024300,"sardines, sardinella, brisling/sprats, fresh/chilled, excl fillets, edible fish offal of subhead 0302.91-99",2017-2021
03024400,"mackerel (scomber scombrus,s.australasicus) fresh/chilled, excl fillets, edible fish offal of subhead
0302.91-99",2017-2021
03024500,"jack and horse mackerel (trachurus spp), fresh/chilled, excl fillets, edible fish offal of subhead 0302.91-
99",2017-2021
03024600,"cobia (rachycentron canadum), fresh/chilled, excl fillets, edible fish offal of subhead 0302.91-99",2017-2021
03024700,"swordfish (xiphias gladius), fresh/chilled, excl fillets, edible fish offal of subhead 0302.91-99",2017-2021
03024900,"oth fish e.g makarel indian,seerfishes,jacks, crevalles,silver pomfrets etc, excl edible fish offal of
s0302.91-0302.99",2017-2021
03025100,"cod (gadus morhua, g. ogac, g.macrocephalus), fresh or chilled, excl fillets, edible fish offal of subhead
0302.91-99",2017-2021
03025200,"haddock (melanogrammus aeglefinus), fresh or chilled, excl fillets, edible fish offal of subhead 0302.91-
99",2017-2021
03025300,"coalfish (pollachius virens), fresh or chilled, excl fillets, edible fish offal of subhead 0302.91-99",2017-2021
03025400,"hake (merluccius spp, urophycis spp), fresh or chilled, excl fillets, edible fish offal of subhead 0302.91-99",2017-2021
03025500,"alaska pollack (theragra chalcogramma), fresh or chilled, excl fillets, edible fish offal of subhead 0302.91-
99",2017-2021
03025600,"blue whitings, fresh or chilled,excl fillets, edible fish offal of subhead 0302.91-99",2017-2021
03025900,"other marine fish, fresh or chilled, excl fillets, edible fish offal of subhead 0302.91-99",2017-2021
03027100,"tilapias (oreochromis spp), fresh/chilled, excl fish fillets",2017-2021
03027210,"yellowtail catfish (pangasius pangasius), fresh/chilled, excl fish fillets",2017-2021
03027290,"other catfish, fresh/chilled, excl fish fillets",2017-2021
03027300,"carp (as specified by the wco), fresh/chilled, excl fish fillets",2017-2021
03027400,"eels (anguilla spp), fresh or chilled, excl fish fillets",2017-2021
03027900,"nile perch and snakeheads, fresh or chilled, excl fish fillets and eddible fish offal of subheadings 0302.91
to 0302.99",2017-2021
03028100,"dogfish and other sharks, excl edible fish offal of subheadings 0302.91 to 0302.99",2017-2021
03028200,"rays and skates (rajidae), excl edible fish offal of subheadings 0302.91 to 0302.99",2017-2021
03028300,"toothfish (dissostichus spp), excl edible fish offal of subheadings 0302.91 to 0302.99",2017-2021
03028400,"seabass (dicentrarchus spp), excl edible fish offal of subheadings 0302.91 to 0302.99",2017-2021
03028500,"seabream (sparidae), excl edible fish offal of subheadings 0302.91 to 0302.99",2017-2021
03028911,"grouper, fresh or chilled, excluding edible fish offal",2017-2021
03028912,"longfin mojarra (pentaprion longimanus), fresh or chilled, excluding edible fish offal",2017-2021
03028913,"bluntnose lizardfish (trachinocephalus myops), fresh or chilled, excluding edible fish offal",2017-2021
03028914,"fresh or chilled, excl edible fish offal of savalai hairtails, belanger’s croakers, reeve’s croakers,bigeye
croakersetc",2017-2021
03028916,"torpedo scads, spotted sicklefish and great barracudas, fresh or chilled, excluding edible fish offal",2017-2021
