hs_code,description,version
9032893100,automatic regulating voltage units (stabilizers),2012-2016
9032893900,"oth automatic regulating/controlling instrum.&app., electrically opera",2012-2016
9032899000,oth automatic regulating/controlling instrum.&app.not electrically ope,2012-2016
9032901000,parts and accessories of goods of subheading 9032.89.10,2012-2016
9032902000,parts and accessories of goods of subheading 9032.89.20,2012-2016
9032903000,"parts and accessories of other goods, electrically operated",2012-2016
9032909000,"parts and accessories of other goods, not electrically operated",2012-2016
9033001000,"parts&acc. for machines,appl.,instrum. of chapter 90 for elect'ly oper",2012-2016
9033002000,"parts&acc. for mach.appl.,instrum.of chap. 90 for not electrically ope",2012-2016
9101110000,"elec'ly wrist-watches,whether/not with astopwatch fac'ty,wi mech.displ",2012-2016
9101190000,"elec'ly wrist-watches,whether/not with astopwatch facility,with oth di",2012-2016
9101210000,"other wrist-watches, whether/not with astop-watch fac'ty,w automatic w",2012-2016
9101290000,"oth wrist-watches,whether/not with astop-watch fac'ty,w non auto. wind",2012-2016
9101910000,"other wrist-watches, electrically operated",2012-2016
9101990000,"other wrist-watches, not electrically operated",2012-2016
9102110000,"elec'ly wrist-watches oth head 91.01, wh'er/not w astop.w. faclt,w/mec",2012-2016
9102120000,"elec'ly wrist-watches oth head 91.01, w/nw a s.watch fac'ty,w op-elec.",2012-2016
9102190000,"elec.ly wrist-watches othh91.0,whether /not w/astopwatch faclt,w/oth d",2012-2016
9102210000,"oth wrist-watches oth h91.01, whether /nt with a s.watch fac'ty,w/auto",2012-2016
9102290000,"oth wrist-watches oth h91.01, whether/ nt w/a s.watch fac'ty,w/n.autom",2012-2016
9102911000,"stop-watches, electrically operated",2012-2016
9102919000,"other wrist-watches oth head 91.01, electrically operated",2012-2016
9102990000,"other wrist-watches oth head 91.02, electrically operated",2012-2016
9103100000,"clocks with watch movements, excluding clocks ofh91.04.,electrically o",2012-2016
9103900000,"clocks with watch movements, excluding clocks ofh91.04.,not elec'ly op",2012-2016
9104001000,"instrument panel clocks & clocks of a similar type, for vehicles",2012-2016
9104002000,"instrument panel clocks & clocks of a similar type, for aircraft",2012-2016
9104003000,"instrument panel clocks & clocks of a similar type, for vessels",2012-2016
9104009000,"instrument panel clocks & clocks of a similar type, for spacecraft",2012-2016
9105110000,"alarm clocks, electrically operated",2012-2016
9105190000,"alarm clocks,not electrically operated",2012-2016
9105210000,"wall clocks, electrically operated",2012-2016
9105290000,"wall clocks, not electrically operated",2012-2016
9105911000,marine and similar chronometers (oth. than clocks of heading 91.04),2012-2016
9105919000,public clocks for building; clocks for centralised electric clock syst,2012-2016
9105991000,oth. marine and similar chronometers (oth. than clocks of heading 91.0,2012-2016
9105999000,oth. public clocks for building; clock for centralised electric clock,2012-2016
9106100000,time-registers; time-recorders,2012-2016
9106901000,oth time record.&intervals of time app w/clock/watch move./with synchr,2012-2016
9106909000,oth time record.&intervals of time app w/clock/watch move./with synchr,2012-2016
9107000000,time switches with clock/watch movement/with synchronous motor.,2012-2016
9108110000,"watch move., comp.&assem. with mech. display only, electrically operat",2012-2016
9108120000,"watch movements,comp.&assem.with opto- elect'nic display only, elect'l",2012-2016
9108190000,"other watch movements, complete & assembled, electrically operated",2012-2016
9108200000,"watch move., comp.&assem. with mech. -with automatic winding",2012-2016
9108900000,"other watch movements, complete & assembled, not electrically operated",2012-2016
9109100000,"clock movements of alarm clocks,compl. and assembled, electrically ope",2012-2016
9109900000,"clock movements, complete and assembled, not electrically operated",2012-2016
9110110000,"complete movements, unassem./partly assem.(movement sets) of watches",2012-2016
9110120000,"incomplete movements, assembled of watches",2012-2016
9110190000,rough movements of watches,2012-2016
9110900000,"oth. compl/incomplete movements,unassem. or assembled (movement sets)",2012-2016
9111100000,watch cases of precious metal/of metal clad with precious metal,2012-2016
9111200000,"watch cases of base metal, whether or not gold/silver-plated",2012-2016
9111800000,other watch cases,2012-2016
9111900000,parts of watch cases,2012-2016
9112200000,clock cases and cases of a similar type for other goods of this chapte,2012-2016
9112900000,part of clock cases&cases of a similar type for other goods of this ch,2012-2016
9113100000,"watchstraps,watch band&watch bracelets of precious mtl/of mtl clad w/p",2012-2016
9113200000,"watchstraps,watch bands& bracelets ,of base metal,wheth/not gold/s pla",2012-2016
9113900000,"other watchstraps, watch bands & watch bracelets",2012-2016
9114100000,"springs, including hair-springs of clock/watch",2012-2016
9114300000,dials of clock/watch,2012-2016
9114400000,plates and bridges of clock/watch,2012-2016
9114900000,other parts of clock/watch,2012-2016
9201100000,upright pianos,2012-2016
9201200000,grand pianos,2012-2016
9201900000,"oth pianos,including automatic pianos; harpsichords&oth keybrd string.",2012-2016
9202100000,string musical instruments played w/a bow,2012-2016
9202900000,other string musical instruments played,2012-2016
9205100000,brass-wind instruments,2012-2016
9205901000,keyboard pipe organ; harmonium & similar keyboard instrum with free me,2012-2016
9205909000,"oth. keyboard pipe organs, harmoniums with free metal reeds",2012-2016
9206000000,"percussion musical instruments(for exp, drm,xylophones,cymbals,castane",2012-2016
9207100000,"keyboard instruments, other than accordions",2012-2016
9207900000,"oth musical instruments,the sound is produc/must be amplified,electric",2012-2016
9208100000,musical boxes,2012-2016
9208901000,"decoy calls, call horns &other mouth blown sound signalling instrument",2012-2016
9208909000,oth musical instruments not falling within any oth heading of this cha,2012-2016
9209300000,musical instrument strings,2012-2016
9209911000,"strung backs, keyboards and metal frames for upright pianos",2012-2016
9209919000,other parts and accessories for pianos,2012-2016
9209920000,parts & accessories for the musical instruments of heading 92.02,2012-2016
9209940000,parts & accessories for the musical instruments of heading 92.07,2012-2016
9209990000,parts & accessories for other musical instruments,2012-2016
9301100000,"artillery weapons (for example, guns, howitzers & mortars), self-prope",2012-2016
9301200000,rocket launcers,2012-2016
9301900000,"oth military weapons,o than revolvers, pistols & the arms of heading 9",2012-2016
9302000000,"revolvers and pistols, other than those of heading 93.03/93.04.",2012-2016
9303100000,muzzle-loading firearms,2012-2016
9303200000,hunting shotguns,2012-2016
9303300000,hunting rifles,2012-2016
9303900000,oth firearms&sim. device which operate by the firing of an explosive c,2012-2016
9304001000,"air guns, not exceeding 7 kg",2012-2016
9304009000,"oth arms (for example,spring, air/gas guns&pistols),excl.those of head",2012-2016
9305100000,parts and accessories of revolvers/ pistols,2012-2016
9305200000,"shotgun barrels of hunting shotguns, not exceed. 7 kg",2012-2016
9305911000,parts and accessories of military weapons of heading 93.01,2012-2016
9305919000,parts and accessories of military weapons of heading 93.01,2012-2016
9305991100,parts and accessories of goods of subheading 9304.00.90,2012-2016
9305991900,parts and accessories of goods of subheading 9304.00.90,2012-2016
9305999100,parts and accessories of other arms,2012-2016
9305999900,parts and accessories of other arms,2012-2016
9306210000,cartridges for shortgun and air gun,2012-2016
9306290000,"parts of cartridges, gun pellets",2012-2016
9306301100,oth cartridges&parts thereof use for revolvers & pistols of heading 93,2012-2016
9306301900,oth cartridges&parts thereof use for revolvers & pistols of heading 93,2012-2016
9306302000,cartridges for riveting/similar tools or for captive-bolt humane kille,2012-2016
9306309100,other cartridges and parts thereof use for other arms,2012-2016
9306309900,other cartridges and parts thereof use for other arms,2012-2016
9306900000,"other cartridges, missiles and similar munitions of war & parts thereo",2012-2016
9307000000,"swords,cutlasses,bayonets,lances& similar arms&parts thereof &scabbard",2012-2016
9401100000,"seats of a kind used for aircraft, convertible into beds",2012-2016
9401201000,"seats of a kind used for motor vehicles, converti-ble into beds",2012-2016
9401209000,"seats of a kind used for motor vehicles, converti-ble into beds",2012-2016
9401300000,swivel seats with variable height adjustment,2012-2016
9401400000,seats other than garden seats/ camping,2012-2016
9401510010,seats of rattan,2012-2016
9401510020,other seats of rattan,2012-2016
9401590000,other seats of bamboo/rattan,2012-2016
9401610000,upholstered,2012-2016
9401690010,other upsholstered,2012-2016
9401690090,other upsholstered,2012-2016
9401710000,"other seats, with metal frames, upholstered",2012-2016
9401790010,"other seats, with metal frames, not upholstered",2012-2016
9401790090,"other seats, with metal frames, not upholstered",2012-2016
9401800000,other seats,2012-2016
9401901000,parts of aircraft seats of plastics,2012-2016
9401903100,parts of seats of goods of subheading 9401.20.00/9401.30.00,2012-2016
9401903900,parts of seats of goods of subheading 9401.20.00/9401.30.00,2012-2016
9401904000,parts of seats of goods of subheading 9401.20.00/9401.30.00,2012-2016
9401909200,oth.of goods of subheading of plastic 9401.20/9401.30,2012-2016
9401909900,oth.of goods of subheading 9401.20/9401.30,2012-2016
9402101000,dentists' chairs,2012-2016
9402103000,barbers' and hairdressers' chairs and parts,2012-2016
9402109000,"other dentists, hairdressers & barbers chairs and part thereof",2012-2016
9402901000,"furntr.designed for medical,surgical /veterinary surg.purp.&parts ther",2012-2016
9402909000,"oth. furntr.design for medical,surgical /veterinary surg.purp.&parts t",2012-2016
9403100000,mtl furniture of a kind used in office,2012-2016
9403201000,other metal furniture,2012-2016
9403209000,other metal furniture,2012-2016
9403300000,wooden furniture of a kind used in offices,2012-2016
9403400000,wooden furniture of a kind used in the kitchen,2012-2016
9403500000,wooden furniture of a kind used in the bedroom,2012-2016
9403601000,other wooden furniture,2012-2016
9403609000,other wooden furniture,2012-2016
9403701000,baby walkers,2012-2016
9403702000,furniture of plastics,2012-2016
9403709000,furniture of plastics,2012-2016
9403810010,"bedroom, dining room/living room sets of rattan",2012-2016
9403810020,"bedroom, dining room/living room sets of other materials",2012-2016
9403810030,furnt. of plas. of kind used in parks gardens/vestibules,2012-2016
9403810090,other furniture of bamboo or rattan,2012-2016
9403891000,"fume cupboards for use in medical lab. of cane,osier,bamboo/similar ma",2012-2016
9403899010,"bedroom, dining room/living room sets of other materials",2012-2016
9403899020,"oth furniture of a kind used in parks, garden/vestibules",2012-2016
9403899090,other furniture,2012-2016
9403901000,parts of baby walkers,2012-2016
9403909000,parts of other furniture,2012-2016
9404100000,mattress supports,2012-2016
9404210000,"mattresses of cell. rubber/plastics, whether/not covered",2012-2016
9404291000,mattress springs of other materials,2012-2016
9404292000,mattress of hyperthermia/hyphothermia type of other materials,2012-2016
9404299000,other mattress of other materials,2012-2016
9404300000,sleeping bags,2012-2016
9404901000,"quilts, bedspreads and mattress protectors",2012-2016
9404909000,other articles of bedding and similar furnishing,2012-2016
9405102000,surgical lamps of ceiling/wall lighting fittings,2012-2016
9405103000,spotlights of ceiling/wall lighting fittings,2012-2016
9405104000,"oth chandeliers&oth elec ceiling/wall light.fittng,exc.of apublic spac",2012-2016
9405109000,"oth chandeliers&oth elec ceiling/wall light.fittng,exc.of apublic spac",2012-2016
9405201000,"surgical lamps of electric table,desk, bedside/floor-standing lamps",2012-2016
9405209000,elect. table of spotlights,2012-2016
9405300000,lighting sets of a kind used for christmas trees,2012-2016
9405402000,searchlights,2012-2016
9405404000,oth. electr. lamps of spotlights,2012-2016
9405405000,street lamps/lanterns,2012-2016
9405406000,"other exterior lighting, other than street lamps/lanterns",2012-2016
9405407000,"non-flashing aerodrome beacons;lamps for railwayloc.aircraft,ships ofb",2012-2016
9405408000,pilot lamp assemblies for electro domestic appliances of heading 85.16,2012-2016
9405409100,"surgical lamps, incl. operat lights; pilot lamp assem for elec.-thermi",2012-2016
9405409900,"surgical lamps, incl. operat lights; pilot lamp assem for elec.-thermi",2012-2016
9405501100,"non elect. lamps&flighting fittings - of brass, for religius rites",2012-2016
9405501900,oth. non elect. lamps&flighting fittings,2012-2016
9405504000,hurricane lamps of base metal,2012-2016
9405509010,"oil lamps of plast, stone, ceramic,- glass",2012-2016
9405509090,other miners lamps & quarrymens lamps,2012-2016
9405601000,"property protection warning signs, street name plates,road&traffic sig",2012-2016
9405609000,"property protection warning signs, of stone/ceramic",2012-2016
9405911000,parts of glass for surgical lamps,2012-2016
9405912000,parts of glass for spotlights,2012-2016
9405914000,glass globes and chimneys for other lamps,2012-2016
9405915000,parts of glass of other lamps,2012-2016
9405919000,parts of glass of other lamps,2012-2016
9405921000,parts of plastics for surgical lamps,2012-2016
9405922000,parts of plastics for spotlights,2012-2016
9405923000,parts of plastics for other lamps,2012-2016
9405929000,parts of plastics for other lamps,2012-2016
9405991000,lampshades of textile materials,2012-2016
9405992000,"other, for the miners lamps, surgical",2012-2016
9405993000,"other, for the miners lamps, surgical",2012-2016
9405994000,"other, for the miners lamps, surgical",2012-2016
9405999000,frames for miners/quarrymens lamps,2012-2016
9406001100,greenhouses fitted with mechanical/ thermal equipment,2012-2016
9406001900,greenhouses fitted with mechanical/ thermal equipment,2012-2016
9406009200,other prefabricated buildings of wood,2012-2016
9406009400,other prefabricated buildings of iron/steel,2012-2016
9406009500,other prefabricated buildings of other materials,2012-2016
9406009600,other prefabricated buildings of other materials,2012-2016
9406009900,other prefabricated buildings of other materials,2012-2016
9503001000,"tricycles, scooters, pedal cars and similar wheeled toys; dolls carria",2012-2016
9503002100,"dolls, whether/not dressed",2012-2016
9503002200,garments and garments accessories; footwear and headgear,2012-2016
9503002900,other garments and garm. accessories; footwear and headgear,2012-2016
9503003000,"electric trains, includ tracks, signals and other accessories therefor",2012-2016
9503004010,model aircraft assembly kits,2012-2016
9503004090,other model aircraft assembly kits,2012-2016
9503005000,"other construction sets&constructional toys, of materials other than p",2012-2016
9503006000,"stuffed toys representing animals/ non-human creatures, puzzles",2012-2016
9503007000,toys of jigsaw/picture puzzles,2012-2016
9503009100,"numerical, alphabetical/animal block/cut-outs; word builder sets;",2012-2016
9503009200,skipping ropes,2012-2016
9503009300,marbles,2012-2016
9503009900,other of goods of sub heading 95.03.00.9,2012-2016
9504202000,tables for billiards of all kinds,2012-2016
9504203000,other articles and accessories for billiards,2012-2016
9504209000,other articles and accessories for billiards,2012-2016
9504301000,"oth games, operated by coins, banknotes bank cards, tokens/by other me",2012-2016
9504302000,"oth games, operated by coins, banknotes bank cards, tokens/by other me",2012-2016
9504309000,"oth games, operated by coins, banknotes bank cards, tokens/by other me",2012-2016
9504400000,playing cards,2012-2016
9504500000,video games of a kind used with a television receiver,2012-2016
9504901000,bowling requisites of all kind,2012-2016
9504902000,darts and parts and accesories of darts,2012-2016
9504903100,tables designed for use with casino game,2012-2016
9504903900,other tables designed for use with casino games,2012-2016
9504909200,tables designed for games,2012-2016
9504909300,tables designed for games,2012-2016
9504909400,other tables designed for games,2012-2016
9504909900,other tables designed for games,2012-2016
9505100000,articles for christmas festivities,2012-2016
9505900000,"festive,carnival/oth entertn.articles incl conjuring tricks & novelty",2012-2016
9506110000,skis of snow-skis,2012-2016
9506120000,ski-fastenings (ski-bindings),2012-2016
9506190000,other snow-ski equipment,2012-2016
9506210000,sailboards,2012-2016
9506290000,"other water-skis, surf-boards, sailboards& oth water-sport equipment",2012-2016
9506310000,"clubs for golf, complete",2012-2016
9506320000,balls for golf,2012-2016
9506390000,other golf equipment,2012-2016
9506401000,tables tennis,2012-2016
9506409000,oth articles & equip for table-tennis,2012-2016
9506510000,art. & equip. for lawn tennis rackets whether/not strung,2012-2016
9506590000,oth. art.&equip. for lawn tennis rackets,2012-2016
9506610000,lawn-tennis balls,2012-2016
9506620000,inflatable balls,2012-2016
9506690000,"other balls, other than golf balls & table-tennis balls",2012-2016
9506700000,"ice skates and roller skates, incl. skating boots with skates attached",2012-2016
9506910000,"artic.&equip. for general physics exercise, gymnastics/athletics",2012-2016
9506990010,bows and arrows for archery; crossbows,2012-2016
9506990020,"nets, cricket pads, shinguards and similar articles",2012-2016
9506990030,shuttlecocks,2012-2016
9506990090,other articles and equipment for sport but badminton,2012-2016
9507100000,fishing rods,2012-2016
9507200000,"fish-hooks, whether/not snelled",2012-2016
9507300000,fishing reels,2012-2016
9507900000,"other fishing rods, hooks,/reels",2012-2016
9508100000,travelling circuses and travelling menageries,2012-2016
9508900000,"roundabouts,swings,shooting galleries& oth fairgrnd amus.; trave. thea",2012-2016
9601100000,worked ivory and articles of ivory,2012-2016
9601901010,worked mother-of pearl/tortoise- shell & articles of the foregoing,2012-2016
9601901090,worked mother-of pearl/tortoise- shell & articles of the foregoing,2012-2016
9601909100,other worked mother-of pearl/tortoise- shell & articles of the foregoi,2012-2016
9601909900,other worked mother-of pearl/tortoise- shell & articles of the foregoi,2012-2016
9602001000,gelatin capsules for pharmaceutical products,2012-2016
9602002000,"cigar/cigarette cases, tobacco jars and household ornamental articles",2012-2016
9602009000,"oth worked veget/minrl carving matrl& artic.ofthese matrls;ofwax,stear",2012-2016
9603101000,brushes consisting of twigs/others vegetable material bound togather,2012-2016
9603102000,brooms consisting of twigs/others vegetable material bound togather,2012-2016
9603210000,"tooth brushes, including dental-plate brushes",2012-2016
9603290000,"shaving brushes,hair brush,nail brush, eyelash o. toilet brush for use",2012-2016
9603300000,"artists' brushes,writing brush&similar brushes for the applic.of cosme",2012-2016
9603400000,"paint,d istemper, varnish/similar brushes ; paint pads and rollers",2012-2016
9603500000,"other brushes constituting parts of machines, appliances/vehicles",2012-2016
9603901000,prepared knots and tufts for broom/brush making,2012-2016
9603902000,"hand-operated mechanical floor sweepers, not motorised",2012-2016
9603904000,other brushes,2012-2016
9603909000,parts for goods of subheading 9603.90.20,2012-2016
9604001000,hand sieves and hand riddles of metal,2012-2016
9604009000,hand sieves and hand riddles of other material,2012-2016
9605000000,travel sets for personal toilet,2012-2016
9606101000,"press-fasteners, snap-fasteners and press-studs and parts therefor",2012-2016
9606109000,"press-fasteners, snap-fasteners and press-studs and parts therefor",2012-2016
9606210000,"buttons of plastics, not covered with textile",2012-2016
9606220000,"buttons of base metal, not covered with textil",2012-2016
9606290000,buttons of other material,2012-2016
9606301000,button moulds&other parts of buttons; button blanks,2012-2016
9606309000,button moulds&other parts of buttons; button blanks,2012-2016
9607110000,slide fasteners fitted with chain scoops of base metal,2012-2016
9607190000,other slide fasteners,2012-2016
9607200000,parts of slide fasteners,2012-2016
9608101000,ball point pens of plastics,2012-2016
9608109000,oth. ball point pens of plastics,2012-2016
9608200000,felt tipped & other porous-tipped pens & markers,2012-2016
9608301000,indian ink drawing pens,2012-2016
9608309000,fountain pens,2012-2016
9608400000,propelling/sliding pencils,2012-2016
9608500000,sets of articles from two/more of the foregoing subheadings,2012-2016
9608601000,refills for ball point pens of plastics comprising the ball point&ink,2012-2016
9608609000,oth. refills for ball point pens of plst comprising the ball point&ink,2012-2016
9608911000,pen nibs and nib points of gold or gold plated,2012-2016
9608919000,pen nibs and nib points of other material,2012-2016
9608991000,duplicating stylos,2012-2016
9608999100,"penholders,pencil-holders&similar holder parts of the foregoing articl",2012-2016
9608999900,"penholders,pencil-holders&similar holder parts of the foregoing articl",2012-2016
9609101000,black pencils,2012-2016
9609109000,crayons & other pencils with leads encased in a rigid sheath,2012-2016
9609200000,"pencil leads, black/colored",2012-2016
9609901000,slate pencils for school slates,2012-2016
9609903000,pencils & crayons other than those of subheading 9609.10.00,2012-2016
9609909100,"pastels, drawing charcoals, tailors' chalks",2012-2016
9609909900,"pastels, drawing charcoals, tailors' chalks",2012-2016
9610001000,school slates,2012-2016
9610009000,"oth slates&boards,with writing/drawing surf'es,whethr/not framed for o",2012-2016
9611000000,"date, seal/numbering stamps & the like hands operate",2012-2016
9612101000,ribbons of textile fabric,2012-2016
9612109000,ribbons of other materials,2012-2016
9612200000,ink-pads,2012-2016
9613101000,"pocket lighters, gas fuelled, non-refillable of plastics",2012-2016
9613109000,"oth. pocket lighters, gas fuelled, non-refillable",2012-2016
9613201000,"pocket lighters, gas fuelled, refillable of plastics",2012-2016
9613209000,"oth. pocket lighters, gas fuelled, refillable",2012-2016
9613801000,piezo-elect lighters for stoves&ranges,2012-2016
9613802000,cigarette lighters/table lighter of plastics,2012-2016
9613803000,"cigarette lighters/table lighters, oth than of plastics",2012-2016
9613809000,other lighters,2012-2016
9613901000,parts of refilled cartridge/ other receptacles,2012-2016
9613909000,other parts of lighters other than flints and wicks,2012-2016
9614001000,roughly shaped blocks of wood/root for the manufacture of pipes,2012-2016
9614009000,"oth smoking pipes, cigar.cigaetter holders and parts thereof",2012-2016
9615112000,hair slides and the like of hard rubbers/plastics,2012-2016
9615113000,hair slides and the like of hard rubbers/plastics,2012-2016
9615190000,hair slides and the like of material other than hard rubbers/plastics,2012-2016
9615901100,decorative hair pins of aluminium,2012-2016
9615901200,decorative hair pins of iron/steel,2012-2016
9615901300,oth. decorative hair pins,2012-2016
9615901900,oth. decorative hair pins,2012-2016
9615902100,parts of decorative hair pins,2012-2016
9615902200,parts of decorative hair pins,2012-2016
9615902300,parts of decorative hair pins,2012-2016
9615902900,parts of decorative hair pins,2012-2016
9615909100,parts decorative hair pins of aluminium,2012-2016
9615909200,parts decorative hair pins of iron/steel,2012-2016
9615909300,oth. parts of decorative hair pins,2012-2016
9615909900,oth. parts of decorative hair pins,2012-2016
9616101000,sprays of scent and similar toilet sprays,2012-2016
9616102000,mounts and heads of the sprays,2012-2016
9616200000,powder-puffs&pads for the application of cosmetics/toilet preparations,2012-2016
9617001000,vacuum flasks and other vacuum vessels,2012-2016
9617002000,parts of vacuum flasks & oth vacuum vessels other than glass inners,2012-2016
9618000000,tailor' dummies & oth lay figrs;auto-& oth displ.used for shop window,2012-2016
9619001100,"sanitary towels & tampons, napkins liners for baby&similar sanitary ar",2012-2016
9619001900,"oth articles of plastics, including belt",2012-2016
9619009110,briefs & panties of cotton,2012-2016
9619009190,briefs & panties of cotton,2012-2016
9619009910,panties of cotton,2012-2016
9619009990,panties of cotton,2012-2016
9701100000,"paintings, drawings and pastels",2012-2016
9701900000,"colleges & similar decorative plaques of cut flower bud,foli/oth part",2012-2016
9702000000,"original engravings, prints and lithographs",2012-2016
9703001000,"original sculptures and statuary, in any material",2012-2016
9703002000,"original sculptures and statuary, in any material",2012-2016
9703003000,"original sculptures and statuary, in any material",2012-2016
9703004000,"original sculptures and statuary, in any material",2012-2016
9703005000,"original sculptures and statuary, in any material",2012-2016
9703009000,"original sculptures and statuary, in any material",2012-2016
9704000000,postage/revenue stamps,2012-2016
9705000010,collection and collectors pieces of zoological interest,2012-2016
9705000020,collection and collectors pieces of archaeological interest,2012-2016
9705000090,collection and collectors pieces of oth than zoologic/archaelogic inte,2012-2016
9706000000,antiques of an age exceeding one hundred years,2012-2016
9801101000,"sedan of head 8703 with cylinder cap < 1500 cc, incompletely knocked d",2012-2016
9801102000,"oth vhcl of head 8703 with (4x2) system incompletely knocked down, for",2012-2016
9801103000,"oth vhcl of head 8703 with (4x2) system incompletely knocked down, for",2012-2016
9801201000,"vhcls of head 8704 with gross weight <=5 ton, incompletely knocked dow",2012-2016
9801202000,"vhcls of head 8704 with 5 ton < gross weight <= 24 ton, incmpltly knoc",2012-2016
9801203000,"vhcls of head 8704 with gross weight >24 ton,incmpltly knocked down,fo",2012-2016
9801301000,"vhcls of head 8702 with gross weight <=5 ton, incompletely knocked dow",2012-2016
9801302000,"vhcls of head 8702 with 5 tons < gros weight <= 24 ton, incmpltly knoc",2012-2016
9801303000,"vhcls of head 8702 with gross weight > 24 tons, incompletely knocked d",2012-2016
9802100000,"rotary internal/spark-ignition combust comprsn-ignition pist engine, o",2012-2016
9802200000,"gear boxes, of incomplete knocked down vehicles",2012-2016
9802300000,"drive-axles, of incomplete knocked down vehicles",2012-2016
9803000000,"drive-axles, of incomplete knocked down vehicles",2012-2016
9999100000,postal packages n.c.a.k,2012-2016
9999201000,returned goods n.c.a.k,2012-2016
9999202000,parcel goods,2012-2016
01012100,"horses, purebred breeding animals",2017-2021
01012900,"live horses, other than purebred breeding animals",2017-2021
01013010,"asses, purebred breeding animals",2017-2021
01013090,"live asses, other than purebred breeding animals",2017-2021
01019000,live mules and hinnies,2017-2021
01022100,"cattle, purebred breeding animals",2017-2021
01022911,"live male oxen, other than pure-bred breeding animals",2017-2021
01022919,"live male cattle, not oxen, other than pure-bred breeding animals",2017-2021
01022990,live female cattle,2017-2021
01023100,"live buffalo, pure-bred breeding animals",2017-2021
01023900,"live buffalo, other than pure-bred breeding animals",2017-2021
01029010,"other live bovine animal, pure-bred breeding animals",2017-2021
01029090,"other live bovine animal, other than pure-bred breeding animals",2017-2021
01031000,"live swine, pure-bred breeding animals",2017-2021
01039100,"live swine, other than breeding animals, weighing less than 50 kg",2017-2021
01039200,"live swine, other than breeding animals, weighing 50 kg or more",2017-2021
01041010,"live sheep,pure-bred breeding animals",2017-2021
01041090,"live sheep, other than pure-bred breeding animals",2017-2021
01042010,"live goats, pure-bred breeding animals",2017-2021
01042090,"live goats, other than pure-bred breeding animals",2017-2021
01051110,"live breeding fowls of the species gallus domesticus, weighing <= 185g",2017-2021
01051190,"live fowls spec gallus domesticus, weight <=185g, oth than breeding",2017-2021
01051210,"live breeding turkey, weight <=185 g",2017-2021
01051290,"live turkey, weight <=185 g, other than breeding",2017-2021
01051310,"live breeding ducklings, weight <=185 g",2017-2021
01051390,"live ducks, weight<=185 g, other than breeding",2017-2021
01051410,"live breeding goslings, weight <=185 g",2017-2021
01051490,"live geese, weight<=185 g, other than breeding",2017-2021
01051510,"live breeding guinea fowls, weight <=185 g",2017-2021
01051590,"live guinea fowls, weight <=185 g, other than breeding",2017-2021
01059410,"live breed fowls of the spec gallus domesticus,oth than fighting cock,weight>185g",2017-2021
01059441,"live fighting cocks of the spec gallus domesticus, weight< 2 kg",2017-2021
01059449,"live fighting cocks of the spec gallus domesticus, weight> 2 kg",2017-2021
01059491,"other fowls of the species gallus domesticus, weight<2kg",2017-2021
01059499,"other fowls of the species gallus domesticus, weight>2kg",2017-2021
01059910,"live breeding ducks, weight >185 g",2017-2021
01059920,"live ducks, weight >185 g, other than breeding ducks",2017-2021
01059930,"live breeding geese,turkey and guinea fowls, weight > 185 g",2017-2021
01059940,"live geese, turkeys & guinea fowls, weight > 185 g, other than breeding",2017-2021
01061100,"live primates, mammals",2017-2021
01061200,"live whales,dolphin and porpoise,manatees and dugongs,seals,sea lion and walruses",2017-2021
01061300,"live camels and other camelids (camelidae), mammals",2017-2021
01061400,"live rabbits and hares, mammals",2017-2021
01061900,other live mammals,2017-2021
01062000,live reptiles (including snakes and turtles),2017-2021
01063100,live birds of prey,2017-2021
01063200,"live psittaciformes (including parrots, parakeets,macaws and cockatoos)",2017-2021
01063300,"live ostriches, emus (dromalus novaehollandiae)",2017-2021
01063900,other live birds,2017-2021
01064100,live bees,2017-2021
01064900,other live insects,2017-2021
01069000,other live animals,2017-2021
02011000,"carcasses and half-carcasses of bovine animals, fresh or chilled",2017-2021
02012000,"other cuts with bone in of bovine animals, fresh or chilled",2017-2021
02013000,"boneless of bovine animals, fresh or chilled",2017-2021
02021000,"carcasses and half-carcasses of bovine animals, frozen",2017-2021
02022000,"other cuts with bone in of bovine animals, frozen",2017-2021
02023000,"boneless of bovine animals, frozen",2017-2021
02031100,"carcasses and half-carcasses of swine, fresh or chilled",2017-2021
02031200,"hams, shoulders and cuts thereof of swine with bone in, fresh or chilled",2017-2021
02031900,"other meat of swine, fresh or chilled",2017-2021
02032100,"carcasses and half-carcasses of swine, frozen",2017-2021
02032200,"hams, shoulders and cuts thereof of swine with bone in, frozen",2017-2021
02032900,"other meat of swine, frozen",2017-2021
02041000,"carcasses and half-carcasses of lamb, fresh or chilled",2017-2021
02042100,"carcasses and half-carcasses of sheep, fresh or chilled",2017-2021
02042200,"other cuts of sheep, with bone in, fresh or chilled",2017-2021
02042300,"boneless meat of sheep, fresh or chilled",2017-2021
02043000,"carcasses and half-carcasses of lamb, frozen",2017-2021
02044100,"carcasses and half-carcasses of sheep, frozen",2017-2021
02044200,"other cuts of sheep with bone in, frozen",2017-2021
02044300,"boneless meat of sheep, frozen",2017-2021
02045000,"meat of goats, fresh, chilled or frozen",2017-2021
02050000,"meat of horses, asses, mules or hinnies, fresh, chilled or frozen",2017-2021
02061000,"edible offal of bovine animals, fresh or chilled",2017-2021
02062100,"tongue of bovine animals, frozen",2017-2021
02062200,"livers of bovine animals, frozen",2017-2021
02062900,"other edible offal of bovine animals, frozen",2017-2021
